8
4
4 2 2 4
2 4 4 2
2 4 4 2
4 2 2 4
6
1 1 3 4 5 6
1 1 6 5 4 3
2 2 12 10 0 8
2 2 12 10 8 19
10 9 5 5 4 5
8 0 4 5 4 4
2
1 7
3 4
4
1 100 100 100
87 21 100 100
100 100 33 57
0 100 12 92
4
0 9 1 4
7 8 2 3
8 5 4 6
2 4 7 0
16
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 5 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
10 11 12 10 11 12 10 11 12 10 11 12 10 11 12 10
2
0 0
0 1
4
5 6 1 0
0 1 6 5
3 4 5 6
0 0 0 0
